#    Model               GR#   GROUP_NAME             GDT_TS   NP_P    RANK  Z-M1-GDT  Z-M1s-GDT  Z-MA-GDT  Z-MAs-GDT  GDT_HA   Z-M1s-GDT-HA  GDC_SC   GDC_ALL  RMS_CA   RMS_ALL  NP    err  PC01  PC05  AL0_P  AL4_P  Z-M1-AL0_p  Z-M1s-AL0_p  Z-MA-AL0_p   Z-MAs-AL0_p  ALI_P  LGA_S    RMSD[L]  Z-score[M]  Z-Score[D]  Al.Res.  RMSD[D]  MolPrb_Score  LDDT    SphGr     CAD_AA  RPF     CODM    DFM     Handed.  SOV     CE      QCS     CONTS   TMscore  Dali(raw)  FlexE    QSE      CAD_SS    MolPrb_clash  MolPrb_rotout  MolPrb_ramout  MolPrb_ramfv 
1    T0943TS382_1-D1     382s  RBO_Aleph              67.34    100.00  1     2.06      2.06       2.30      2.30       52.02    2.40          41.88    41.08    6.617    6.421    62    0    0     0     70.97  79.03  2.55        2.55         2.67         2.67         79.03  72.707   1.67     7.67        5.6         50       2        1.40          0.59    72.58     0.64    0.67    0.64    0.55    0.78     79.40   3.89    73.43   72.13   0.62    214.00     30.00    N/A      0.44      3.30          1.49          0.00           97.18        
2    T0943TS479_1-D1     479s  Zhang-Server           59.68    100.00  2     1.54      1.54       1.76      1.76       40.32    1.36          18.31    25.90    5.201    5.701    62    0    0     1     37.10  61.29  0.88        0.88         1.02         1.02         77.42  59.684   2.07     8.56        4.6         55       2.8      2.88          0.50    63.71     0.50    0.60    0.74    0.56    0.77     75.10   4.07    71.28   66.49   0.48    171.70     13.19    71.46    0.22      3.30          17.91         7.04           73.24        
3    T0943TS183_1-D1     183s  QUARK                  58.87    100.00  3     1.49      1.49       1.71      1.71       39.92    1.33          21.44    26.91    5.169    5.576    62    0    0     1     37.10  59.68  0.88        0.88         1.02         1.02         75.81  58.488   2.07     8.56        4.7         55       2.8      2.75          0.51    64.52     0.51    0.60    0.74    0.58    0.77     77.60   4.07    71.87   67.23   0.49    187.40     12.73    69.14    0.23      2.48          16.42         11.27          74.65        
4    T0943TS220_1-D1     220s  GOAL                   57.66    100.00  4     1.41      1.41       1.62      1.62       43.55    1.65          22.01    27.49    6.724    6.929    62    0    0     0     51.61  72.58  1.60        1.60         1.73         1.73         91.94  74.725   2.02     9.22        7.6         61       2.5      1.68          0.52    63.71     0.58    0.62    0.73    0.58    0.74     84.10   4.42    73.36   67.24   0.51    270.40     21.54    48.09    0.26      0.83          10.45         2.82           97.18        
5    T0943TS451_1-D1     451s  RaptorX-Contact        56.85    100.00  5     1.35      1.35       1.57      1.57       37.10    1.08          10.35    22.76    6.109    6.712    62    2    0     0     56.45  67.74  1.83        1.83         1.96         1.96         88.71  66.14    2.39     9.66        4           57       2.6      4.34          0.38    50.81     0.44    0.52    0.73    0.72    0.76     55.30   3.89    67.89   58.26   0.48    169.90     25.99    45.59    0.15      176.86        16.42         5.63           81.69        
6    T0943TS092_1-D1     092s  RaptorX                53.63    100.00  6     1.13      1.13       1.34      1.34       37.90    1.15          20.75    21.50    6.381    6.715    62    0    1     1     43.55  69.35  1.20        1.20         1.33         1.33         91.94  75.529   2.09     7.01        6.3         59       2.7      3.56          0.51    66.13     0.58    0.62    0.69    0.43    0.76     95.60   4.07    75.67   68.66   0.44    234.50     23.83    49.45    0.32      113.13        4.48          0.00           90.14        
7    T0943TS048_1-D1     048s  ToyPred_email          53.63    100.00  6     1.13      1.13       1.34      1.34       37.90    1.15          20.75    21.50    6.381    6.715    62    0    1     1     43.55  69.35  1.20        1.20         1.33         1.33         91.94  75.529   2.09     7.01        6.3         59       2.7      3.56          0.51    66.13     0.58    0.62    0.69    0.43    0.76     95.60   4.07    75.67   68.66   0.44    234.50     23.83    49.45    0.32      113.13        4.48          0.00           90.14        
8    T0943TS287_1-D1     287s  MULTICOM-CLUSTER       50.40    100.00  8     0.92      0.92       1.12      1.12       36.29    1.01          16.49    21.82    9.559    9.985    62    0    1     1     35.48  64.52  0.80        0.80         0.94         0.94         83.87  59.838   2.43     8.56        4.9         54       2.7      3.78          0.42    49.19     0.47    0.53    0.54    0.83    0.74     86.80   4.07    61.32   55.98   0.44    193.20     38.66    51.38    0.19      134.60        4.48          2.82           83.10        
9    T0943TS236_1-D1     236s  MULTICOM-CONSTRUCT     50.40    100.00  8     0.92      0.92       1.12      1.12       36.29    1.01          13.79    21.43    9.559    10.048   62    0    1     1     35.48  64.52  0.80        0.80         0.94         0.94         83.87  59.838   2.43     8.56        4.9         54       2.7      3.08          0.41    47.58     0.46    0.50    0.54    0.83    0.74     86.80   4.07    61.32   55.98   0.44    193.20     38.66    53.00    0.13      82.58         0.00          2.82           83.10        
10   T0943TS250_1-D1     250s  Seok-server            50.00    100.00  10    0.89      0.89       1.09      1.09       35.08    0.90          19.37    22.24    6.986    7.444    62    0    0     0     37.10  56.45  0.88        0.88         1.02         1.02         79.03  62.025   2.08     9.22        5.2         58       3.2      2.00          0.46    55.65     0.53    0.54    0.58    0.68    0.73     81.60   4.07    71.34   60.27   0.43    203.00     15.87    78.54    0.19      10.73         0.00          1.41           92.96        
